,c1,c2,r1,r2,w1,max_P,utility,inertia,reliability
0,0.34863929539271177,0.23414902851285124,1.0014365495318176,0.5943969152713997,0.053911062621393335,0.09942858988362063,0.27117206619993345,0.9900000000000034,1.0000000000000024
1,0.34863929539271177,0.16105802740228267,0.8628184010201063,0.36037795959529495,0.5524110549468912,0.1072295921718534,0.30512331491527245,0.9900000000000034,1.0000000000000024
2,0.34863929539271177,0.23414902851285124,0.5308961647211052,0.5943969152713997,0.5946311933089354,0.16990783663268433,0.4916105966235794,0.9900000000000034,1.0000000000000024
3,0.34863929539271177,0.41688787873636984,0.5235737709222015,1.3324034298042013,0.5970021479611346,0.17606063819433743,0.5035489666029679,0.9900000000000034,1.0000000000000024
4,0.3567825349392158,0.31547302825706147,1.1296281095893164,0.1459187221649476,0.9929958807753844,0.13939640256377853,0.4162959208745971,0.9900000000000034,1.0000000000000024
5,0.34863929539271177,0.16105802740228267,0.7595942483507161,0.36037795959529495,0.5524110549468912,0.11922961729253416,0.35101504496571595,0.9900000000000034,1.0000000000000024
6,0.3281169471899661,0.23935943150072925,0.3758575411738485,0.6625090008973756,0.4660481435841557,0.18743900541856398,0.5249262732360271,0.9900000000000034,1.0000000000000024
7,0.3281169471899661,-0.26101186600144377,0.32621302460574986,0.6906568256268375,0.9839151516570519,0.2390517298744931,0.5705470597096862,0.9900000000000034,1.0000000000000024
8,0.3281169471899661,0.2542701523552586,0.30561309055153885,0.6716060442204006,0.4699620573581886,0.21203449403336527,0.5550433933263932,0.9900000000000034,1.0000000000000024
9,0.348290742509142,0.2200515043389752,0.3509045301710514,0.5943969152713997,0.5970021479611346,0.22462587343357537,0.5640153272495086,0.9900000000000034,1.0000000000000024
10,0.16366025265815964,0.23768271108187208,0.7498793261064622,0.3114299639672896,0.5816249568628268,0.12924296244613254,0.3863291660842757,0.9900000000000034,1.0000000000000024
11,0.35633905656009857,0.32348017400021367,1.0623464981132114,0.5879509435193002,0.03721760133263852,0.15777508346025765,0.46449515672950875,0.9900000000000034,1.0000000000000024
12,0.6468940504488252,0.2222311244733497,0.9679797377651521,0.3520859954617739,0.09208956783902333,0.14893073731289921,0.4433977594836617,0.9900000000000034,1.0000000000000024
13,0.3281169471899661,0.03270994923933751,0.3617644441091442,0.824614425343488,0.4667759294053912,0.19942694002964462,0.5410510533056802,0.9900000000000034,1.0000000000000024
